  0.280000  0.055758  0.001324  0.004404  0.001221
  0.840000  0.315158  0.003147  0.034556  0.003422
  1.400000  0.387040  0.003488  0.102989  0.005907
  1.960000  0.296959  0.003055  0.126027  0.006534
  2.520000  0.207192  0.002552  0.111798  0.006154
  3.080000  0.136033  0.002068  0.089099  0.005494
  3.640000  0.087975  0.001663  0.081646  0.005259
  4.200000  0.060787  0.001382  0.060642  0.004533
  4.760000  0.042557  0.001157  0.057932  0.004430
  5.320000  0.030991  0.000987  0.049123  0.004079
  5.880000  0.023416  0.000858  0.047768  0.004023
  6.440000  0.018418  0.000761  0.055560  0.004339
  7.000000  0.014741  0.000681  0.055899  0.004352
  7.559999  0.013767  0.000658  0.053866  0.004272
  8.120000  0.010341  0.000570  0.046413  0.003965
  8.680000  0.009492  0.000546  0.052511  0.004218
  9.240001  0.007166  0.000475  0.054544  0.004299
  9.800001  0.006569  0.000454  0.046074  0.003951
 10.360002  0.005689  0.000423  0.039637  0.003664
 10.920002  0.004212  0.000364  0.042348  0.003788
 11.480002  0.004589  0.000380  0.043364  0.003833
 12.040003  0.003992  0.000354  0.042348  0.003788
 12.600003  0.003426  0.000328  0.036588  0.003521
 13.160004  0.002923  0.000303  0.032184  0.003302
 13.720004  0.002357  0.000272  0.033539  0.003371
 14.280005  0.002232  0.000265  0.027780  0.003068
 14.840005  0.002200  0.000263  0.029813  0.003178
 15.400005  0.001980  0.000249  0.024392  0.002875
 15.960006  0.001540  0.000220  0.015584  0.002298
 16.520006  0.001414  0.000211  0.022021  0.002731
 17.080006  0.001509  0.000218  0.018972  0.002535
 17.640005  0.001414  0.000211  0.016939  0.002396
 18.200005  0.001414  0.000211  0.016939  0.002396
 18.760004  0.000849  0.000163  0.021343  0.002689
 19.320004  0.001037  0.000181  0.015245  0.002273
 19.880003  0.000817  0.000160  0.016939  0.002396
 20.440002  0.000817  0.000160  0.010163  0.001856
 21.000002  0.000911  0.000169  0.010163  0.001856
 21.560001  0.001006  0.000178  0.010502  0.001886
 22.120001  0.000849  0.000163  0.007453  0.001589
 22.680000  0.000880  0.000166  0.007792  0.001625
 23.240000  0.000503  0.000126  0.011857  0.002004
 23.799999  0.000880  0.000166  0.005759  0.001397
 24.359999  0.000471  0.000122  0.009486  0.001793
 24.919998  0.000817  0.000160  0.005759  0.001397
 25.479998  0.000471  0.000122  0.006776  0.001515
 26.039997  0.000440  0.000118  0.004404  0.001221
 26.599997  0.000566  0.000133  0.005759  0.001397
 27.159996  0.000597  0.000137  0.004065  0.001174
 27.719995  0.000251  0.000089  0.004065  0.001174
 28.279995  0.000377  0.000109  0.005082  0.001312
 28.839994  0.000346  0.000104  0.004065  0.001174
 29.399994  0.000220  0.000083  0.003049  0.001016
 29.959993  0.000251  0.000089  0.002371  0.000896
 30.519993  0.000440  0.000118  0.003049  0.001016
 31.079992  0.000189  0.000077  0.004404  0.001221
 31.639992  0.000314  0.000099  0.002033  0.000830
 32.199993  0.000220  0.000083  0.002371  0.000896
 32.759995  0.000283  0.000094  0.003388  0.001071
 33.319996  0.000346  0.000104  0.002710  0.000958
 33.879997  0.000189  0.000077  0.001355  0.000678
 34.439999  0.000189  0.000077  0.001016  0.000587
 35.000000  0.000314  0.000099  0.000339  0.000339
 35.560001  0.000220  0.000083  0.000339  0.000339
 36.120003  0.000220  0.000083  0.001355  0.000678
 36.680004  0.000189  0.000077  0.001355  0.000678
 37.240005  0.000126  0.000063  0.001016  0.000587
 37.800007  0.000283  0.000094  0.001694  0.000758
 38.360008  0.000220  0.000083  0.000678  0.000479
 38.920010  0.000220  0.000083  0.001016  0.000587
 39.480011  0.000063  0.000044  0.000339  0.000339
 40.040012  0.000189  0.000077  0.002371  0.000896
 40.600014  0.000126  0.000063  0.001016  0.000587
 41.160015  0.000126  0.000063  0.000000  0.000000
 41.720016  0.000094  0.000054  0.000000  0.000000
 42.280018  0.000189  0.000077  0.000339  0.000339
 42.840019  0.000126  0.000063  0.001016  0.000587
 43.400021  0.000157  0.000070  0.000339  0.000339
 43.960022  0.000094  0.000054  0.000339  0.000339
 44.520023  0.000126  0.000063  0.000678  0.000479
 45.080025  0.000251  0.000089  0.001016  0.000587
 45.640026  0.000126  0.000063  0.001016  0.000587
 46.200027  0.000157  0.000070  0.000000  0.000000
 46.760029  0.000094  0.000054  0.000000  0.000000
 47.320030  0.000094  0.000054  0.000339  0.000339
 47.880032  0.000189  0.000077  0.000000  0.000000
 48.440033  0.000094  0.000054  0.000339  0.000339
 49.000034  0.000000  0.000000  0.000339  0.000339
 49.560036  0.000126  0.000063  0.000339  0.000339
 50.120037  0.000031  0.000031  0.000339  0.000339
 50.680038  0.000157  0.000070  0.000339  0.000339
 51.240040  0.000126  0.000063  0.000339  0.000339
 51.800041  0.000000  0.000000  0.000339  0.000339
 52.360043  0.000031  0.000031  0.000000  0.000000
 52.920044  0.000157  0.000070  0.000000  0.000000
 53.480045  0.000063  0.000044  0.000339  0.000339
 54.040047  0.000000  0.000000  0.000339  0.000339
 54.600048  0.000063  0.000044  0.000000  0.000000
 55.160049  0.000063  0.000044  0.000339  0.000339
 55.720001  0.000031  0.000031  0.000000  0.000000
